,id,date,team1,team2,toss_winner,winner,inning,over,batting_team,bowling_team,field,D/L,eliminator?,total_runs_y,cum_total,cum_wicket
294,1254059,2021-04-10,11,6,6,6,1,7.2,11,6,1,0,0,188,45,2
295,1254059,2021-04-10,11,6,6,6,1,7.3,11,6,1,0,0,188,45,2
296,1254059,2021-04-10,11,6,6,6,1,7.4,11,6,1,0,0,188,46,2
297,1254059,2021-04-10,11,6,6,6,1,7.5,11,6,1,0,0,188,47,2
298,1254059,2021-04-10,11,6,6,6,1,7.6,11,6,1,0,0,188,48,2
299,1254059,2021-04-10,11,6,6,6,1,8.1,11,6,1,0,0,188,54,2
300,1254059,2021-04-10,11,6,6,6,1,8.2,11,6,1,0,0,188,60,2
301,1254059,2021-04-10,11,6,6,6,1,8.3,11,6,1,0,0,188,60,3
302,1254059,2021-04-10,11,6,6,6,1,8.4,11,6,1,0,0,188,60,3
303,1254059,2021-04-10,11,6,6,6,1,8.5,11,6,1,0,0,188,60,3
304,1254059,2021-04-10,11,6,6,6,1,8.6,11,6,1,0,0,188,66,3
305,1254059,2021-04-10,11,6,6,6,1,9.1,11,6,1,0,0,188,67,3
306,1254059,2021-04-10,11,6,6,6,1,9.2,11,6,1,0,0,188,68,3
307,1254059,2021-04-10,11,6,6,6,1,9.3,11,6,1,0,0,188,68,3
308,1254059,2021-04-10,11,6,6,6,1,9.4,11,6,1,0,0,188,69,3
309,1254059,2021-04-10,11,6,6,6,1,9.5,11,6,1,0,0,188,69,3
310,1254059,2021-04-10,11,6,6,6,1,9.6,11,6,1,0,0,188,71,3
311,1254059,2021-04-10,11,6,6,6,1,10.1,11,6,1,0,0,188,77,3
312,1254059,2021-04-10,11,6,6,6,1,10.2,11,6,1,0,0,188,78,3
313,1254059,2021-04-10,11,6,6,6,1,10.3,11,6,1,0,0,188,79,3
314,1254059,2021-04-10,11,6,6,6,1,10.4,11,6,1,0,0,188,79,3
315,1254059,2021-04-10,11,6,6,6,1,10.5,11,6,1,0,0,188,80,3
